cz,Name,AllAmericanIndian,AllAll,AllAsian,AllWhite,AllHispanic,AllBlack,HighAmericanIndian,HighAll,HighAsian,HighWhite,HighHispanic,HighBlack,LowAmericanIndian,LowAll,LowAsian,LowWhite,LowHispanic,LowBlack,MediumAmericanIndian,MediumAll,MediumAsian,MediumWhite,MediumHispanic,MediumBlack
cz30902,"Littlefield, TX",,27722,,33770,25200.0,22135.0,,36251,,36794,35102.0,31447.0,,24791,,30275,24515.0,20532.0,,30407,,33355,29752.0,26210.0
cz27901,"Hastings, NE",,33514,34668.0,34210,28009.0,32382.0,,37570,52068.0,37914,37614.0,55799.0,,27342,29638.0,28170,24435.0,12071.0,,32329,38377.0,32761,30917.0,32676.0
cz26802,"Lisbon, ND",,37864,,38106,24835.0,,,43431,,43616,40796.0,,,31679,,32091,21887.0,,,37288,,37408,31132.0,
cz12600,"Wayne, IN",,25730,36893.0,26345,24705.0,20854.0,,31219,41056.0,31471,34128.0,28282.0,,18542,27974.0,18947,20989.0,18105.0,,24817,33470.0,24948,27518.0,23396.0
cz12702,"Maysville, KY",,25040,,25538,32516.0,23807.0,,33311,,33809,51376.0,28830.0,,20040,,20244,31021.0,22224.0,,26601,,26734,40268.0,25658.0
cz15500,"Steubenville, OH & WV",,29756,29428.0,30584,29366.0,22261.0,,35988,32763.0,36670,37176.0,25878.0,,21669,18855.0,22099,19936.0,21017.0,,28714,24865.0,29027,28469.0,23542.0
cz32304,"Uvalde, TX",,27240,,33832,26263.0,28569.0,,37249,,38315,35808.0,33417.0,,25107,,28199,26147.0,25312.0,,31042,,32959,30912.0,29508.0
cz31403,"Fort Stockton, TX",,31188,,34306,31390.0,,,36298,,36423,36361.0,,,29707,,31738,30761.0,,,32928,,33953,33515.0,
cz23000,"Monroe, WI",,33789,37104.0,34190,27586.0,25580.0,,37938,38867.0,38220,29821.0,28580.0,,27745,21718.0,28307,24354.0,23979.0,,32709,29038.0,32973,27070.0,26366.0
cz26202,"East Grant UT, ND",,38085,,38302,,,,38230,,37849,,,,38438,,38804,,,,38336,,38348,,
cz32502,"Childress, TX",,27195,,30650,25339.0,18227.0,,37394,,37500,37192.0,29823.0,,23781,,25873,25302.0,19337.0,,30441,,31366,31153.0,24794.0
cz3201,"Jena, LA",,27010,,28878,,22469.0,,37624,,38724,,35412.0,,22618,,22436,,23570.0,,29966,,30136,,29691.0
cz10102,"Thomasville, GA",,24062,34595.0,28668,20066.0,19112.0,,32158,42529.0,33358,32201.0,27051.0,,19599,21976.0,21528,18293.0,18872.0,,25813,30630.0,27184,25221.0,23123.0
cz29007,"Township 11, KS",,32587,,33355,21374.0,,,39070,,40048,11359.0,,,27320,,27795,22956.0,,,33025,,33531,17042.0,
cz11202,"Welch, WV",,23091,,23544,,24035.0,,27847,,27925,,29021.0,,19894,,20368,,23293.0,,23829,,23987,,26268.0
cz36403,"Soda Springs, ID",,30800,,31165,32019.0,,,33458,,33574,33211.0,,,27491,,28145,31453.0,,,30425,,30727,32324.0,
cz28305,"Broken Bow, NE",,34374,,34900,29811.0,,,39869,,40436,16730.0,,,31717,,32280,38617.0,,,35666,,36098,27709.0,
cz26404,"Lemmon, ND & SD",,35472,,35940,,,,41439,,41672,,,,32203,,32752,,,,36655,,36910,,
cz28504,"Burlington, CO",,32322,,33616,22663.0,,,37443,,37820,30972.0,,,28740,,30199,21622.0,,,32981,,33788,26277.0,
cz22002,"Iowa Falls, IA",,34557,,34909,29031.0,,,39448,,39565,38014.0,,,28761,,29322,26575.0,,,33938,,34121,32187.0,
cz31002,"Ulysses, KS",,32792,,34854,28367.0,,,37831,,38394,35101.0,,,25939,,27176,25755.0,,,31739,,32458,30373.0,
cz3902,"Lake Providence, LA",,24503,,30059,21861.0,18814.0,,36555,,37590,25688.0,30083.0,,23251,,26792,21228.0,20471.0,,29777,,31889,23446.0,25473.0
cz28603,"Phillipsburg, KS",,33154,,33635,,,,37661,,38144,,,,29221,,29779,,,,33331,,33715,,
cz27502,"Creston, IA",,31337,39432.0,31944,24141.0,22879.0,,37920,39034.0,38297,31172.0,45257.0,,25960,38579.0,26607,22729.0,14309.0,,31792,38774.0,32115,26928.0,29878.0
cz29506,"Bethany, MO",,29988,,30246,25658.0,,,37941,,38626,25051.0,,,25203,,25390,22917.0,,,31418,,31628,23978.0,
cz35803,"McCall, ID",,28080,,28938,,,,32175,,32884,,,,25011,,25978,,,,28543,,29270,,
cz31003,"Scott City, KS",,34439,,35539,30180.0,,,38783,,39531,28722.0,,,28331,,29335,30911.0,,,33406,,34112,29825.0,
cz8502,"Cordele, GA",,22187,38827.0,26697,24445.0,17323.0,,31564,71293.0,32022,28595.0,27158.0,,18866,30682.0,21105,22914.0,17578.0,,25151,43607.0,26331,25740.0,22550.0
cz21801,"Mason City, IA",,33542,36557.0,34102,27820.0,28719.0,,37994,39175.0,38373,33050.0,38045.0,,26824,32664.0,27522,24625.0,20781.0,,32267,35420.0,32630,28805.0,29679.0
cz26104,"Trenton, MO",,28579,,29043,24765.0,,,36565,,36940,38792.0,,,23289,,23749,21563.0,,,29801,,30003,30041.0,
cz28601,"Oberlin, KS",,34587,,35044,34791.0,,,41184,,41969,42897.0,,,30336,,30647,29901.0,,,35562,,35908,36158.0,
cz4903,"Lexington, TN",,24792,,25547,19727.0,22116.0,,32571,,33142,20188.0,34127.0,,19359,,19874,20009.0,19404.0,,25896,,26226,20098.0,27053.0
cz6301,"McMinnville, TN",,23431,34148.0,24084,21086.0,21256.0,,30629,34268.0,31095,25848.0,27990.0,,18730,29916.0,19263,20258.0,19665.0,,24620,31781.0,24933,23038.0,23996.0
cz9302,"Toccoa, GA",,24420,36113.0,26273,22565.0,20586.0,,31311,37957.0,32230,23295.0,27553.0,,20231,35895.0,21118,21812.0,19786.0,,25714,36777.0,26437,22548.0,23826.0
cz26405,"Scobey, MT",,36248,,36710,,,,36235,,37770,,,,36891,,35849,,,,36568,,36761,,
cz10301,"Eufaula, AL & GA",,23419,,29562,23003.0,19187.0,,32332,,33888,42945.0,28881.0,,20025,,22951,23934.0,19001.0,,26113,,28172,33122.0,24142.0
cz34401,"Dillon, MT",,31060,,31869,26769.0,,,34753,,35629,19237.0,,,27520,,28052,30427.0,,,31070,,31643,24903.0,
cz26102,"Marshall, MO",,28200,37146.0,29053,26725.0,22709.0,,35991,43735.0,36248,31001.0,34217.0,,22225,22360.0,22933,25913.0,21322.0,,28995,31304.0,29264,28439.0,28014.0
cz28605,"Goodland, KS",,31538,,32464,28605.0,,,37021,,37120,37234.0,,,26981,,27882,27235.0,,,31885,,32246,32149.0,
cz4001,"Magnolia, AR",,27039,,32000,35002.0,19376.0,,35263,,36338,41669.0,28878.0,,20858,,23961,32984.0,18543.0,,27960,,29836,37198.0,23919.0
cz32603,"Seymour, TX",,31721,,32294,34549.0,13470.0,,39477,,39481,41156.0,,,29154,,28685,34504.0,14180.0,,34154,,33745,37748.0,15819.0
cz26105,"Polk, MO",,28464,,29559,23595.0,,,37795,,37555,25141.0,,,24811,,25993,24068.0,,,31150,,31454,24601.0,
cz12902,"Mount Sterling, KY",,23861,,24176,23575.0,27853.0,,31824,,31786,42176.0,30945.0,,18997,,19389,22114.0,25002.0,,25345,,25329,31869.0,28085.0
cz34702,"Kapaa, HI",,31852,36908.0,30085,30608.0,30234.0,,35950,40218.0,32589,35721.0,44491.0,,25860,29727.0,26325,25719.0,23568.0,,30803,34145.0,29311,30655.0,34063.0
cz26502,"Madison, SD",,35756,,36397,,,,39747,,40572,,,,30996,,31482,,,,35234,,35731,,
cz29006,"Hays, KS",,34690,37056.0,35219,31856.0,27998.0,,38324,50613.0,38639,34530.0,30207.0,,29176,29362.0,30005,27447.0,27411.0,,33621,37751.0,34062,30948.0,28862.0
cz39202,"Enterprise, OR",,30367,,31227,,,,35027,,35934,,,,26301,,26890,,,,30583,,31176,,
cz39301,"Friday Harbor, WA",,29702,,30648,25506.0,,,31918,,33052,23092.0,,,25635,,26247,37295.0,,,28732,,29489,30207.0,
cz20403,"Oak Bluffs, MA",,34133,,35089,,,,35945,,36300,,,,25895,,25866,,,,30819,,30809,,
cz36303,"Jackson, ID & WY",,32617,,33645,30096.0,,,34473,,35308,33324.0,,,28064,,29092,28864.0,,,31210,,32040,31070.0,
cz31202,"Burnet, TX",,26762,,28499,24525.0,21869.0,,33459,,33809,33730.0,41693.0,,21895,,23218,22963.0,19923.0,,27604,,28273,28309.0,31032.0
cz25602,"Harrisburg, IL",,27599,,28418,13454.0,17277.0,,34261,,34629,15575.0,24168.0,,21826,,22677,12969.0,16119.0,,27961,,28379,14264.0,20263.0
cz26103,"Brookfield, MO",,28911,,29699,23235.0,16898.0,,36148,,36553,23438.0,15336.0,,23880,,24681,21743.0,16540.0,,29899,,30309,22584.0,15911.0
cz16802,"Summersville, WV",,26087,,26395,20457.0,25753.0,,34795,,35089,25418.0,26287.0,,21469,,21798,18647.0,27264.0,,28041,,28139,22010.0,26758.0
cz16902,"Spencer, WV",,24858,,25353,25008.0,,,33667,,34267,16250.0,,,21182,,21595,24493.0,,,27348,,27648,20382.0,
cz3203,"Vicksburg, LA & MS",,24473,36759.0,30193,23993.0,21002.0,,32346,41552.0,33101,36999.0,30892.0,,20517,27191.0,23343,20726.0,20280.0,,26367,33217.0,28002,28777.0,25802.0
cz8402,"Washington, GA",,24587,,29155,19935.0,20665.0,,32621,,33198,26697.0,30781.0,,20807,,22773,16965.0,20349.0,,26648,,27753,21791.0,25777.0
cz4003,"Ruston, LA",,27493,42119.0,31327,29698.0,21707.0,,34681,47342.0,35117,37938.0,32864.0,,22638,33456.0,25207,27249.0,21349.0,,28573,39085.0,29918,32491.0,27331.0
cz15800,"Athens, OH & WV",,25268,39981.0,25697,27737.0,21497.0,,32411,38787.0,32908,31724.0,27088.0,,19112,32058.0,19503,24103.0,17517.0,,25693,34907.0,25923,27888.0,22483.0
cz32503,"Haskell, TX",,29296,,32659,24837.0,21553.0,,39792,,39238,32224.0,40005.0,,26479,,29417,24809.0,22113.0,,32933,,34023,28489.0,31272.0
cz8501,"Fitzgerald, GA",,24336,,28146,23856.0,19245.0,,32469,,33340,48452.0,29790.0,,20805,,23328,23389.0,18918.0,,26573,,28108,35138.0,24576.0
cz32604,"Vernon, TX",,26897,,30304,23717.0,17337.0,,36025,,38301,28170.0,20330.0,,22363,,24052,22740.0,16990.0,,29080,,30782,25441.0,18711.0
cz26407,"Plentywood, MT",,34227,,36018,,,,41491,,42101,,,,30003,,32389,,,,35531,,36904,,
cz34703,"Kahului, HI",,31449,36354.0,30572,28587.0,31151.0,,34682,38503.0,32683,31717.0,35473.0,,25936,31207.0,25946,25051.0,24941.0,,30232,34297.0,29158,28361.0,30377.0
cz32303,"Junction, TX",,23054,,24971,22050.0,,,33691,,34464,30463.0,,,20517,,21158,21992.0,,,27027,,27514,26209.0,
cz28609,"Lexington, NE",,32268,35144.0,34200,26936.0,,,38613,43902.0,38886,33062.0,,,26948,30015.0,29390,25498.0,,,32621,35766.0,33849,29248.0,
cz34804,"Clayton, NM",,28406,,31683,25573.0,,,37166,,37635,37547.0,,,24728,,27970,23051.0,,,30811,,32528,30193.0,
cz31502,"Pearsall, TX",,27083,,32322,27568.0,,,38270,,36439,38175.0,,,26279,,28878,27549.0,,,32119,,32453,32756.0,
cz35905,"Loa, UT",,26921,,27627,,,,36282,,34386,,,,20776,,22731,,,,28408,,28293,,
cz3001,"Kosciusko, MS",,24104,,30411,23943.0,21297.0,,35789,,37974,32990.0,31961.0,,22203,,23602,22764.0,21900.0,,28887,,30400,27845.0,27128.0
cz1001,"Boone, NC & TN",,24886,,25419,27218.0,18914.0,,31658,,32108,37298.0,29156.0,,18953,,19476,19423.0,15286.0,,25241,,25527,28271.0,22447.0
cz31503,"Laredo, TX",,26328,39308.0,31001,28595.0,21707.0,,36129,40750.0,33737,36323.0,21027.0,,25231,38116.0,28316,27716.0,21949.0,,30571,39239.0,30894,31953.0,21471.0
cz18700,"Sunbury, PA",,31656,37611.0,32052,26008.0,27584.0,,36926,37614.0,37289,29573.0,32390.0,,24954,26729.0,25423,22759.0,23498.0,,30811,31360.0,31034,26149.0,28111.0
cz12502,"Washington Court House, OH",,25932,30395.0,26669,22657.0,18526.0,,33131,33672.0,33689,27457.0,24112.0,,19553,17178.0,20262,20570.0,15439.0,,26268,24296.0,26687,24000.0,19888.0
cz8702,"Statesboro, GA",,24390,35153.0,27953,23150.0,19738.0,,32633,40499.0,33239,30534.0,28917.0,,20236,31772.0,21964,19790.0,19420.0,,26367,35447.0,27354,25144.0,24362.0
cz27604,"Murdo, SD",,24243,,24833,,,,27672,,27319,,,,23307,,24078,,,,25463,,25626,,
cz32403,"Snyder, TX",,30632,,33101,29413.0,25990.0,,37715,,38581,34492.0,34724.0,,26129,,26066,28388.0,24959.0,,31781,,31961,31404.0,30006.0
cz26106,"Centerville, IA",,30936,,31319,28158.0,,,37799,,37993,34034.0,,,25848,,26463,22131.0,,,31678,,31901,28043.0,
cz17000,"Pikeville, KY & WV",,22704,40695.0,23356,16138.0,18374.0,,30386,31152.0,30860,27455.0,17001.0,,18308,14766.0,18993,12086.0,18350.0,,24286,21760.0,24680,19549.0,17648.0
cz27703,"Torrington, WY",,33205,,34438,30203.0,,,39146,,39753,42191.0,,,27936,,29237,25586.0,,,33374,,34161,33620.0,
cz24702,"Mexico, MO",,28415,,29301,32238.0,22449.0,,34849,,35233,45445.0,29179.0,,22305,,23118,25259.0,20508.0,,28487,,28889,34875.0,25019.0
cz34803,"Tucumcari, NM",,23899,,28311,21969.0,,,30925,,32566,27522.0,,,22131,,25625,21531.0,,,26479,,28935,24514.0,
cz28501,"Springfield, CO",,29240,,29488,30478.0,,,33311,,35315,30036.0,,,27338,,26796,30063.0,,,30275,,30839,30049.0,
cz27001,"O'Neill, NE",,33481,,33778,32991.0,,,39455,,39541,21701.0,,,31176,,31583,35125.0,,,35189,,35315,28468.0,
cz4701,"Greenwood, MS",,22944,38858.0,29396,19225.0,19168.0,,33998,43363.0,34736,23043.0,31032.0,,19529,30633.0,21511,17917.0,19262.0,,26680,35921.0,27824,20455.0,25388.0
cz34305,"Miles City, MT",,33440,,33820,34487.0,,,39621,,39648,45197.0,,,27849,,28472,26643.0,,,33552,,33708,35481.0,
cz28306,"North Platte, NE",,32328,24401.0,33252,27490.0,31834.0,,34906,27527.0,35724,29499.0,46771.0,,27190,22657.0,27926,25476.0,27033.0,,30976,24759.0,31622,27472.0,36771.0
cz36502,"Burns, OR",,27868,,29274,25317.0,,,37094,,37092,47464.0,,,22258,,24060,20591.0,,,29536,,30234,33336.0,
cz18202,"St. Marys, PA",,33005,41083.0,33400,29237.0,,,37773,37468.0,38251,30524.0,,,23696,,24048,28696.0,,,30577,33113.0,30756,29603.0,
cz26305,"Rugby, ND",,36433,,36742,,,,41698,,41938,,,,31748,,32220,,,,36537,,36741,,
cz37603,"Portola, CA",,29735,,30338,29132.0,,,32603,,32548,34405.0,,,24327,,25845,20816.0,,,28408,,29041,27568.0,
cz28701,"Salida, CO",,31984,,32661,29351.0,,,36344,,36840,34603.0,,,26545,,27240,25120.0,,,31340,,31779,29813.0,
cz27002,"Ord, NE",,33916,,34340,,,,39540,,39548,,,,31418,,32045,,,,35354,,35566,,
cz28303,"Oshkosh, NE",,31912,,33024,,,,38518,,38419,,,,29490,,30924,,,,33875,,34448,,
cz30702,"Santa Rosa, NM",,26347,,30477,25936.0,,,35287,,35331,35719.0,,,24627,,28581,24568.0,,,29863,,31782,30076.0,
cz8201,"Barnwell, SC",,23166,,28830,16997.0,20525.0,,33011,,35087,15629.0,29369.0,,19647,,20465,17680.0,19877.0,,26257,,27448,16651.0,24816.0
cz16701,"Elkins, WV",,26643,,27052,18359.0,27498.0,,34186,,34524,22033.0,31690.0,,22380,,22805,16199.0,26481.0,,28203,,28396,19067.0,29180.0
cz14802,"Vincennes, IL & IN",,29699,45519.0,30055,25206.0,24355.0,,36381,63090.0,36601,32590.0,34681.0,,22346,39258.0,22635,20917.0,20939.0,,29242,47586.0,29272,26726.0,28068.0
cz9001,"Vidalia, GA",,24204,33904.0,26832,21395.0,19776.0,,32898,37135.0,33589,29673.0,29961.0,,20233,30530.0,21199,21093.0,19789.0,,26496,33339.0,27124,25366.0,25083.0
cz20402,"Nantucket, MA",,36753,,37949,,14283.0,,37277,,38025,,6517.0,,30389,,32281,,14905.0,,33746,,34988,,10623.0
cz34301,"Cody, WY",,31756,41814.0,32681,27916.0,,,34672,38801.0,35594,29193.0,,,28309,50113.0,29049,27457.0,,,31431,44876.0,32150,28319.0,
cz30605,"Van Horn, TX",,28903,,24393,31761.0,,,29312,,22942,36242.0,,,28824,,25128,31922.0,,,29064,,24089,34048.0,
cz27401,"Storm Lake, IA",,35260,27478.0,36377,28614.0,29207.0,,40701,32136.0,40946,40148.0,44694.0,,29390,25334.0,30932,27014.0,23654.0,,34848,28261.0,35605,33412.0,34195.0
cz601,"North Wilkesboro, NC",,24660,32920.0,25402,22201.0,20967.0,,31802,33082.0,32489,26839.0,25859.0,,18726,29813.0,19238,20209.0,19454.0,,25197,31215.0,25585,23509.0,22780.0
cz27010,"Miller, SD",,38659,,39227,,,,47780,,47589,,,,34559,,35394,,,,40710,,40892,,
cz5201,"New Albany, MS",,24962,,26398,20585.0,22349.0,,32912,,33697,20964.0,30437.0,,19834,,20041,19895.0,20729.0,,26302,,26576,20425.0,25780.0
cz34204,"Lewistown, MT",,31877,,32750,27295.0,,,36926,,37536,24223.0,,,28193,,29156,27528.0,,,32456,,33106,25892.0,
cz28201,"Red Oak, IA",,32909,38396.0,33431,28954.0,27519.0,,38493,37100.0,38739,33565.0,32558.0,,27263,40898.0,27992,27055.0,20427.0,,32725,39245.0,33044,30277.0,26734.0
cz4301,"Stuttgart, AR",,25635,,28785,29338.0,21545.0,,34341,,35428,45662.0,28335.0,,21968,,23362,27892.0,21125.0,,28071,,29106,36328.0,24874.0
